pitch_mean,pitch_std,pitch_min,pitch_max,pitch_p25,pitch_p50,pitch_p75,yaw_mean,yaw_std,yaw_min,yaw_max,yaw_p25,yaw_p50,yaw_p75,ear_mean,ear_std,ear_min,ear_max,ear_p25,ear_p50,ear_p75,blink_count,blink_rate,face_ratio,pitch_stab,yaw_stab,engagement_level
-6.3254513095104805,3.5262301247116867,-18.817481098596552,6.036802458553758,-8.688025493067311,-6.3254513095104805,-3.9628771259536504,-2.948792197016072,3.7107054620018287,-15.158908622159949,9.659418991044191,-5.434964856557297,-2.948792197016072,-0.4626195374748465,0.2337424724627889,0.022504519283768207,0.21211060486645653,0.28050652931962067,0.2186644445426642,0.2337424724627889,0.2488205003829136,20,0.19719070154051857,1.0,0.8716057064789363,0.8716057064789363,1
9.339102998169233,1.7241041293126564,-1.4610510781383041,22.754748841914935,8.183953231529753,9.339102998169233,10.494252764808714,13.808311578160357,2.3413648484045915,6.668677093551245,24.190834621286246,12.23959712972928,13.808311578160357,15.377026026591434,0.1780051408269234,0.009442556757729894,0.13396012644319666,0.2071641569705072,0.17167862779924437,0.1780051408269234,0.18433165385460243,7,0.6833047491846372,0.546377398900609,0.5888175825169428,0.5888175825169428,4
-0.24180668211386505,3.5209680062345368,-9.386901450042378,10.037438396378793,-2.6008552462910046,-0.24180668211386505,2.117241882063275,11.1835334689178,3.490725168760403,-3.52624882281126,21.481231765915275,8.84474760584833,11.1835334689178,13.52231933198727,0.25124517278438263,0.025302839529183063,0.22338560524040066,0.2757036455056121,0.23429227029982996,0.25124517278438263,0.2681980752689353,30,0.3169645876128486,1.0,0.8960798545074006,0.8960798545074006,1
4.67884368546127,4.663256405319826,-4.189499897172932,18.972943564485938,1.554461893896986,4.67884368546127,7.803225477025553,20.189630019775784,2.312101071019147,8.64801014307799,35.15265724232945,18.640522302192956,20.189630019775784,21.738737737358612,0.19116377078678326,0.004910104755217951,0.14732489131803028,0.21658283456908006,0.18787400060078724,0.19116377078678326,0.19445354097277928,21,0.5588403480621592,0.4301188450380636,0.7305911575477094,0.7305911575477094,4
20.587647751106513,4.2210698522388315,9.751051210663572,29.984353913920124,17.759530950106495,20.587647751106513,23.41576455210653,-14.711777688287723,4.461928374744819,-24.492943380166817,-5.3300023220547,-17.70126969936675,-14.711777688287723,-11.722285677208696,0.17666472170943884,0.018912012345502337,0.14162013370221396,0.20824887311194445,0.16399367343795226,0.17666472170943884,0.1893357699809254,21,0.4455790289130224,0.8180336407299145,0.8201631629415278,0.8201631629415278,3
15.418251766907392,1.7506417620324333,4.046927931114695,20.709016884506845,14.245321786345663,15.418251766907392,16.591181747469122,-4.244413717898075,3.831759147832402,-17.899937251476636,2.3858867115550693,-6.811692346945785,-4.244413717898075,-1.6771350888503656,0.270994072199207,0.011771697167316693,0.2432238935434642,0.2959080641590637,0.2631070350971048,0.270994072199207,0.2788811093013092,29,0.3411001666568816,0.984128526943124,0.8705902834632326,0.8705902834632326,1
-6.3553837432279146,2.1538080535176887,-14.538674685708983,4.326867053496825,-7.798435139084766,-6.3553837432279146,-4.912332347371063,-2.8019255192627335,4.0146566003228585,-9.1482784439926,6.4898727869105866,-5.491745441479049,-2.8019255192627335,-0.1121055970464182,0.19446978451783153,0.022393703377244736,0.1577931359469501,0.21739772235754015,0.17946600325507756,0.19446978451783153,0.2094735657805855,19,0.2197099055925377,0.762245001197905,0.6465581613032321,0.6465581613032321,2
-0.3648295359670738,4.192939996951799,-8.05450893327754,13.345078075666944,-3.1740993339247794,-0.3648295359670738,2.444440261990632,-9.586307462905271,6.078050522159192,-23.469968367892875,1.6439645835314725,-13.65860131275193,-9.586307462905271,-5.514013613058612,0.2420238674465445,0.018534334927569052,0.20851878868503446,0.2635242959298545,0.22960586304507324,0.2420238674465445,0.25444187184801575,35,0.21677826383028959,0.9240793340051375,0.8908392892063273,0.8908392892063273,1
-2.0151598559817323,4.787295360068661,-10.987776050636356,9.808552286004488,-5.222647747227736,-2.0151598559817323,1.192328035264271,0.5247466814964205,1.7261305446196815,-7.9689980380072925,8.894703516212367,-0.6317607833987663,0.5247466814964205,1.6812541463916073,0.2429088102768754,0.025100206002402255,0.20803228062289153,0.27361717136874364,0.22609167225526589,0.2429088102768754,0.2597259482984849,26,0.02543638715212948,0.9514283608600912,0.9501262875951408,0.9501262875951408,1
-0.4946434651207321,5.324422101940208,-12.403855200873465,9.33138752000626,-4.062006273420671,-0.4946434651207321,3.072719343179207,-4.371520656961719,5.074114100494612,-13.615807165113738,2.675794015633646,-7.771177104293109,-4.371520656961719,-0.9718642096303287,0.23875399849441256,0.013471564310760216,0.2061097364107234,0.2718865099705377,0.22972805040620323,0.23875399849441256,0.2477799465826219,23,0.1723184564914573,0.9694608140086629,0.8778885740046807,0.8778885740046807,1
